,content,label
357,Một chế độ thối nát. Toàn những thằng ngu bầu cho nhau lên làm lãnh đạo thì dân khổ là phải. Đây cũng là hậu quả của việc lật đổ vnch.,1
358,"Thật ác độc quá đi,ảnh chỉ mất show thời corona ạm thời thôi",0
359,Hoàng Thanh Trung xin video vs ng ae,0
360,Xao can ngày chi can dep vay,0
361,🤣🤣🤣 thanh niên lấy le nhà gái cho hay 🤦‍♂️🤦‍♂️🤦‍♂️,0
362,Ít nhất ngta cũng làm từ thiện đâu có như cái thứ của m con linh cá lóc. Ko đóng góp mà còn chửi việt nam nx,1
363,Toàn giáo án máu lồn chảy ngược,1
364,Lam cai cc j dc bo ha T.lu,1
365,:v có ai đó cười ở đằng sau,0
366,DM...thèng assmin cút qua Dubai sống đi mày...( tao đi lãnh 3 củ đây),1
367,"Ờ đánh nghiêm túc mà , kiểu đi test thôi",0
368,Ong Lân ôi ong xảm quá hi,1
369,Đố anh em ngủ ngon muahahahaha,0
370,Tui cũng dân bắc Kỳ mà thấy thằng dân bắc này thật hành động cũng khốn nạn quá nó mới chửi như vậy,1
371,Đi đâu cũng thấy ông :v,0
372,"Thời nhỏ tuy có thiếu thốn mọi thứ thật, nhưng đc cái ăn gì cũng sạch! Con người thật thà chứ không gian manh xảo trá như bây giờ! 😬😬😬",1
373,Quan kiểu này chém chết,1
374,Như vậy mà người bán cũng ko phân biệt đc thì sao mình biết :(,0
375,E cũng thua a tiệp 😌,0
376,2ba là bede,1
377,yêu k có lỗi,0
378,Su Sy chốn thật ý,0
379,"Bây h tại trung ương thành đại la toàn đỉnh cao trí tuệ, nơi những con bò tự hào luôn rống lên rằng vn vô địch, ra đường người với người thì luôn tỏ ra ta đây hống hách về nhà say rượu đánh vk như dog, có chuyện lên phường thì cúi đầu im thin thít tìm người thân quen để bỏ phong bì, dưới chân thiên tử mà như cc 😤😤😤",1
380,tộc caaaa,0
381,"Dân Mỹ muốn giàu thì phait đồng lòng yêu cầu tổng thống giết hết bọn ăn bám Việt Nam Cộng Hòa . Làm hạo tổn báo nhiêu kinh phí Mỹ, gánh nặng cho dân Mỹ",1
382,Ai như con nhung háng rộng kia :))),1
383,hộ,0
384,Đen lắm :),0
385,phản động là nói lên SỰ THẬT,1
386,Nghĩ mà chán🤣,0
387,Là như này nè các bác,0
388,T có súng đây này,0
389,Yêu cô quá cô ơi,0
390,❤️Chú,0
391,"Quả logo kia thì đổi thành ""TrọcGaming"" anh ơi :))",0
392,Nó In tiền như in giấy lộn thế này bảo sao không lạm phát.,1
393,Phi Phi nhưng không có gấp đôi như a 😌😉😉,0
394,Phong cách và thần kinh nó mong manh lắm🧐,1
395,Ôi cái đất nc tôi,0
396,Dan khung ma ten tri gi dau,1
397,Thấy nước ngta thấy ham nhìn lại xứ vịt ngan chán,1
398,thầy đéo xoá kênh kêu gọi học trò report cho bay kênh thiệt luôn :)),1
399,Lê Linh số ca nhiễm ngày càng tăng ngày đi học của em ngày càng xa :v,0
400,Nhà tiên tri già lẫn rồi nói tào lao rồi nước Mỹ hiện giờ đã chết hơn 10000 người rồi.,1
401,Tùng đẹp trai :^)),0
402,Cho khug,1
403,Thân lăm bây giò lại căn buôi nhau,1
404,Trèo cao ngã đau nhé thầy ngu,1
405,Cmm dụng tới cô Minh Hiếu  tao kéo ae tao đập chết mẹ mài đó,1
406,Cùng một dòng sông,0
407,Quân Anh dơ v bro,1
408,Cái bệnh tâm thần phân liệt thể hoang tưởng tiến triển ngày càng nặng.,1
409,Cũng khá hay mà buồn vì nv chính cũng die :(((,0
410,Ơ cái đ ịt đang ngủ mê bị mẹ chửi bỗng zưng fb tn kêu mở za xem thấy cái page chửi thuê đọc vài tí nghe vui tai vãi lìu tóm lại là a xẽ đưa thắm zô idol,1
411,wibu rách,1
412,Chí Bảo chỉ xem có tốt thật không thôi mà 😂,0
413,Ông bệnh thần kinh mà không hây,1
414,đem hẳn đặc sản ra trình làng,0
415,du me,1
416,Văn Qúy bần đạo hãy cho bổn tọ cái video này với :>,0
417,Đc của ló thầy ơi,0
418,dẹp ở nhà,0
419,@Em Gái Có Cu cái đó hàng chi ân hoặc công ty,0
420,Nhac nghe chan vl,1
421,xạo lol quá má ơi,1
422,Mấy thằng để ảnh bìa darcy chắc cũng toàn tay nhanh hơn não =))),1
423,Nguyễn Hữu Thái ib a,0
424,Thân Hoài Thương ơ lạ lol ghê. Ngta hay thì like mà t nghe k hay thì t dislike k đc à. Ảnh hưởng kinh tế gì nhà bạn k.,1
425,Lỗi không phải tại anh đâu mà là tại mấy anh công an không xích anh được sớm hơn thôi chứ bên vũ hán anh vào lò lâu rồi,1
426,Phó Chủ nhiệm UBKTTP Tân an(Long an) không có bằng cấp 3 nhưng lý luận CT rất giỏi,1
427,"Ông xạo quá đi ông ơi, nói chuyện tào lao, già rồi sao mà xạo dữ vậy trời?",1
428,Nguyen Tran Lan Anh loz me :)),1
429,Ủa thầy còn kênh để chuẩn bị giáo án xịn xò à ??,0
430,Thằng cây atm hack chứ ai,1
431,Cho con Facebook jk cô ba,0
432,"Đây đích thị là chính sách ngu dân mà... Bắt chước các nước tiên tiến trên thế giới thì ko bắt chước, muốn đua đòi theo các nước kém phát triển -))",1
433,Lựa cái đầu buồi ABe nè,1
434,rất chi đẹp trai ❤️,0
435,Nhạc jack phối nghe cứ sao sao ý,0
436,nhiều khi kg muốn ki thị bon bê đê đâu nhưng nhìn  bọn này kg ki thị cũng kg được.,1
437,Trăm năm Kiều vẫn là Kiều,0
438,Mắc bệnh hoang tưởng. Chắc nó tưởng nó là bố thiên hạ. Nhãi ranh,1
439,Thôi thôi ông im cmn đê ... 🙂,1
440,Sự Xoăn,0
441,Em của sói tên gì đây :)) Ly Bíu,0
442,"Dm trọng lắm chiêu, nhìu trò.eo lam đc cc gi",1
443,Ở đấy ngột ngạt mà còn đi lại được :)) ở chỗ kia thì đeo có cơ hội đi như vậy đâu mà ngột vs chả ngạt hihi,1
444,Thật sự sợ,0
445,Ở Việt nam người ta kêu bóng khùng,1
446,Bọn chó sủa bậy,1
447,Mất văn hóa..mặc vậy bó tay.....cơm. phong cách như cc người ta.😋😋😋,1
448,Eo ơi nhìn cái mặt nó xấu mà ko giấy nào bút nào mà tả nổi . Đừng nói tới nó bẩn miệng mình . Coi nó còn tệ hơn đống phân .,1
449,Cách phân biệt thằng ngu ba gà và ba vi thì đúng hơn đó thầy,1
450,Ngu gia truyền,1
451,Nguyễn Tuấn Phong thương chị quá,0
452,Bố láo với giang hồ đất cảng à,1
453,linda ngay nay rat sat sao.nhung o ngoai ba de thuong ma,0
454,Mồm con linh không khác gì như cái lồn trâu 😄😄😄😄😄,1
455,"hợp đồng của DCS với Tàu thôi nhá, đéo phải dân.",1
456,Cho cục gạch vào cái kính,0
457,Vậy mới thấy tri thức ngu tri thức hèn là như nào,1
458,"Cần nhân giống bò này gấp ,để sau này đi nghiêm thu công trình .Cứ cột mỗi con 1 cột điện,nếu kéo không đổ thì chất lượng công trình oke....",1
459,DLV: đây chỉ là con sâu làm rầu nồi canh thôi :v,1
460,AnhKiên Trần chẳng qua ng ta ko thích thôi thích thì đầy =))),0
461,Lỡ tay thầy ơi :)),0
462,Thần đồng Phùng Thanh Độ,0
463,Thoi bot xam lom di nhin cach an mac beo qua dzo,1
464,"tôi vẫn không tin bọn dlv ngu học, cho tới khi đọc 1 top comment :v. Gặp người có kiến thức phản biện lại thì cụp đuôi ngay, chả biết ghi gì ngoài những câu chửi tục vô nghĩa. :3",1
465,lớn mấy tuổi đầu rồi nói cho như thằng ko não ??? Vẫn cố làm trò ngu si của mik để câu view ??? Não cá vàng éo hiểu sao đc lm youtuber :)) bệnh hoạn vkl chửi cho càng bị bệnh nặng :)),1
466,Yêu cầu chị Tạ bích loan lên chương trình Động cơ bay ra đảo của Su 30 là gì?,0
467,Hãiiiii,0
468,"Hoàng Trần Kỳ Duyên tức ghê, lần nào cũng êm xuôi, bữa xui bị phát hiện ;))))",0
469,Sao phải xoắn?,0
470,Vũ Khắc Hoàng tui thích chùm râu ấy,0
471,mãi mới ra series này ;v,0
472,Có cái cc cái gì cũng vịn vào khoảng cách :)),1
473,Đây hong phải bố tuii,0
474,hacker doi ten ^^,0
475,Nick j ấy nhỉ?,0
476,"Kệ mẹ người ta đi, ăn mã cha của mày hả page Lồn.",1
477,Bài hát phải nói là như con cac.,1
478,biết bao nhiêu vụ chết người bị ém ko thể tả nổi..ở VN khủng bố ko phải là đánh bom mà là giết ng giấu tay,1
479,Nguyễn Trọng Thái đợi cái lone,1
480,:)) nghe nó chửi xả xì trét phết :)),0
481,Biểu cảm được thực sự :)),0
482,Tất cả vì mấy thằng bụng phệ óc mỡ quản lí thôi.,1
483,bts= .....,0
484,Đơn giản vì mấy đứa kia ăn tiền thuế của dân thì nó phải nai lưng ra làm vì đó là trách nhiệm. Còn a a là người làm vì tâm không vì tầm. Thì so sánh thế đéo nào dc add nhể. Đã vậy chưa kể người ta chỉ cần ng minh bạch thông tin chứ không cần người tung hô hoa hòe màu mè bông cành sương sa hột mít như mấy đứa làm màu. Add nhể haha,1
485,Anh Vu Ngoc :oh:,0
486,Nghe lần đầu thấy ko hay mấy lần sau nghe lại nghiện,0
487,Nghe mùi đa cấp khắm vkl chưa là j trong cái xã hội này đâu bớt dạy đời đi mấy ng đi xe máy mày còn chưa biết họ có bao nhiêu mét đất ở cầu giấy đâu,1
488,"Linh Chi làm thêm á cưng, nhớ dzô ủng hộ 💃🏻❤️😍",0
489,Nghiêm Văn Tú j rẻ vậy thím,0
490,Kiếp bóng gió sống được lâu năm mà sao ko giữ được cái nết vậy...,1
491,"14:10 ""thần quyền môn súng bắn không trúng"" nha mạ ngừ =))",0
492,😌😌,0
493,Trường Giang ý mình là họ đều không có ý thức như nhau cả ..biết mình có mang bệnh trong ng mà chẳng chịu đi cách li rồi mang mầm bệnh trong người đi lây sang cho ng khác tội cho ng ta lắmm,1
494,Óc chó hi hi,1
495,Con Thương cô lắm,0
496,Tóc có thể mất nhưng nốt ruồi không thể mất 😂,0
497,Sẵn một con xích lô PNW 523y,0
498,Địt mẹ cái mấu này. Tao nằm ở đây hơi nhiều rồi đấy :))) trích lời anh tôi trong buổi sờ trym tối hôm kia :)))),1
499,Con bóng  ngu ngục  minh hiếu,1
500,"Người ta đã xin lỗi rồi sao cứ vào nick người ta xem rồi đăng lên chửi hoài,nó chửi thề thì kệ nó,nó chửi mấy người chửi nó chứ đau có dám đem người VN ra chửi nữa đau mà nhào vào chửi nó cả vô duyên thế",1
501,Vợ Cuốc sư là Bùi Kim Thành còn vợ nhỏ là lisa phạm,0
502,Cái điều cần thiết nhất bây giờ là : chung tay cùng chương trình giảm bụi mịn tại thủ đô ạ. Mỗi người,0
503,Đi tìm nó đánh chết mẹ nó luôn chị,1
504,Bờ kè cống sóm mình còn zầy hơn,0
505,Nhìn nhà tiên TD Oaỉ quá....?,0
506,Dlv bữa nay hoạt động về mặt kinh tế nữa à. Hay đi nhầm bài?,0
507,"Dit me cai quy trinh,vao cap cuu deo co tien,deo bao hiem thi nam do di.",1
508,Nhà tiên tri duy nhất còn sót lại trên thế giới này nhà tiên tri trần dần,0
509,Panda Thái đã xem =))),0
510,Cho thằng Ad : chó vẫn sủa và đoàn người vẫn đi ( chắc là ẳng thôi chưa biết sủa đâu ),1
511,già mà non :)),1
512,Gê troi,0
513,"Nói thầy ngáo thì mấy đứa nó lại tự ái , híc",1
514,Sự kiện cc gì đc 2 tuần,1
515,K-ATM cũng được làm ca sĩ,0
516,em vừa mới mua 1 hộp xong :)),0
517,Thanh Phương c làm 1 bài review đi c,0
518,"Hiệp Đinh hãy nhìn lại cách viết rồi đi trách người khác , lời nói chẳng mất tiền mua đâu",0
519,Bố đéo gánh =)) kệ con mẹ chúng m =)),1
520,Ad cứ mà cẩn thẩn bọn dlv. Cứ ghi vầy : Đụ Má CSVN,1
521,Chúc ông trần dần mạnh khỏe,0
522,ù uôi ghê nhở,0
523,Yêu quá đii❤️🙆,0
524,Trần Công Minh đúng sao phải chịu 😃,0
525,Con trai bố k đi đâu chơi à???,0
526,"Con, này, ăn,cuc, cả,thoi, giới",1
527,Hít hết mẹ r còn đâu :))))),1
528,Ở cái xứ độc tài độc đảng nầy mọi chuyện sẽ được che chắn nếu chủ trường là con gái của tướng Vệ và thủ tướng Phúc !,1
529,Nguyễn Quốc An Cà khịa hay,0
530,Thôi a im mẹ mồm đi :V,1
531,Hình như sam đuôi nhọn còn so thì đuôi như đôi đũa đúg không ta. Từg ăn sam rồi và cũg từg thấy con so. Đuôi tụi nó khác nhau.,0
532,xin ạ,0
533,Hoang lan ....thuộc đặc trị corona của ông lan day roi,0
534,nhìn dơ dơ sao á... ớn cả lạnh. cùng người miền tây.. ma thấy bà này ghê quá mà nói hot girl.,1
535,Djtmenhaong🤬🤬🤬,1
536,Giáo án ma phi te của thầy thật bổ ích .,0
537,Ad óc con chó vãi lồn,1
538,Moon chị đẹp ở đó mà vẫn k cưỡng chế dc sự buồn ngủ :)) phim nó cứ tối tối thế nào :)),0
539,Lộc Phát cúttttttttt⛏⛏🔪🔪,1
540,"mịa sao ko cởi giày, sắn quần lên đi vô rồi mang giày vô có sao đâu, Kiểu cách CS !!!",1
541,dep trai quá,0
542,Càng tàn ác thì vạch áo cho dân xem lưng,1
543,"Bê đe ko thăng nao xâu ma sao lôn như thăng cho bê đê nay, đu me tôi ngay lưa đao ngưoi, đu me đa kiêp nay lam bê đê rôi ko biêt tu thân kiep sao lam suc vât bê đê nưa cho no chêt me no",1
544,Tết nên lì xì bao nhiêu =)),0
545,Con đàn bà khó ưa,1
546,Ngô Thị Vân Anh,0
547,Đinh Nguyễn Vươn Anh Tuan,0
548,Trong lúc nước sôi lửa bỏng này mà vẫn có kẻ nhận thức kém vậy,1
549,Lê Phát Nguyen Cao Cuong Khoai Lang Phan Lương Trường Linh Chang Chang nhớ nha :))),0
550,Ai đánh moá bóng già này thì hú tui đánh tiếp,1
551,Cô ba giàu quá à con mà được một phần nhỏ mong tay thì con đó khổ quá  co ơi,0
552,Tui mà thấy anh lên fb tối nay là biết tay tui nha 😀,0
553,hay quá anh ơi :v,0
554,- cả 2 cũng chỉ ngu như nhau thoii khỏi so sánh :)),1
555,"bảo yêu nước, thương nước, xong đi du lịch về lây bệnh cho nước mà là yêu nước à :)) đi du lịch về thì tự biết khai báo cách li đi... đằng này thì...nếu nhiều tiền quá kb lri thì đi làm từ thiện đê lại còn du ms chả lịch :3",1
556,Lê Việt Hùng Anh Hoàng việc nhẹ lương cao cho 2 em xa bờ này,0
557,"Nghi Nguyen bên đó phải tốt hơn VN thì mới sang đó sống chứ bạn,",0
558,Cô chững chạc hơn nhiều r 💛,0
559,Không được đẹp mà kệ zạy🤣,0
560,Cực kì thuyết phục.,0
561,Trả lại để ông khác còn ăn chứ chia sẻ cho nhau là hp mà dis@@,1
562,Bế tắc quá :((,0
563,Hà Lội TP đáng sống nhất ..... VI THẾ CÁC BẠN BAKE ĐUNG ĐU CÀNG VÀO NAM . CU Ở NGOÀI ĐÓ MÀ HIT KHÍ THIÊN ĐUONG,1
564,Hoàng Trà Giang hay kk,0
565,"đúng rồi, ngu đeo vàng nó chặt tay thì chết chứ còn gì nữa. dạo này thời tiết xấu, trúng gió độc chết là bình thường mà. cs nghèo chỉ có tiền ăn bánh mì, ko có tiền làm tường chắn gió, dễ trúng phong lắm. mà quan có bao h tham nhũng, toàn bị dân ép phải nhận tiền chứ quan thanh liêm lắm. - 1 thanh niên yêu nước yêu đảng cho hay-",1
566,Nguyen Nam chửi ac' quá :))))),0
567,Ôi thơm tho j. Ko co quan hệ thì vào lam cung bị đào thải. Mấy nghanh ma dân thuong vn ko bao gio vao đx. Cong an. Quan đội. Ngan hang nha nc. Hang không. Đừng mơ mà vào. Nếu vao đc cung lam cu li sai vat cho tui no. Đm,1
568,Moá.,1
569,Đc vailin anh ui 😇😇😇,1
570,hy vọng bác ko bị chết đột ngột như bác Thanh :V,1
571,Chỉ sợ cu ló ra,1
572,Đúng rồi phải cùng nhau chống giặc chống cướp ngày cướp trắng trợn chứ,0
573,Bài này ko nghe rõ được chữ nghe ko hay như những bài trước (ý kiến cá nhân) nha,0
574,Chị trang điểm kiểu này nhìn cứ như gái 18 luôn á ta,0
575,Nhìu tiền sao nhìn ghê z🤭🤭🤭,0
576,Giọng miền tây nghe chất phác ❤,0
577,Thịnh Nguyễn check ib,0
578,tao nói thiệt ... tao vẫn xem tin chúng bây hằng ngày và hằng giờ.. nhưng sau tin này .. tao éo xem nữa .. lũ óc chó,1
579,Đm thằng viện kiểm sát nhe răng cười kìa,1
580,dkm nó . nhà có cái bóng đèn giờ làm thế đéo nào? k lẻ nhà có cái phòng lắp 50 bóng đèn cho oách à,1
581,"Bé không học, tối không lo ôn đi lớn lên ngu như thầy Ba đấy chứ anh tao thì cm biết đấy :)))",1
582,I LOVE YOU refund😆,0
583,Người ta chuyển giới nc giống đàn bà con gái . Còn lâm khách chi giọng như vịt đực í nhỉ,1
584,Ủa rồi nhiều tiền để mang dịch về hay gì,1
585,Minh Ang toang luôn. Thấy bảo đề xuất với UEFA chuyển Euro sang 2021 tổ chức,0
586,Này Trần dần già sắp chết rồi nói bậy nói láo tuổi con cháu khinh thường cho,1
587,Ủa r ko chữa đc thì dùng 106 triệu mua đồ cúng mỗi năm à :),0
588,Chụp cái màn hình thua game =],0
